VIN,open_recalls,name,status,nhtsa,date,Description,Safety,remedy
1FAHP3H25CL367703,yes,FUEL TANK DEFORMATION,Recall Incomplete,18S32/18V735,2018-10-22,"ON YOUR VEHICLE, THE PCM SOFTWARE MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE (CPV) WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, POTENTIALLY DEFORMING THE PLASTIC FUEL TANK. THIS CAN CAUSE THE FOLLOWING SYMPTOMS: ILLUMINATED MALFUNCTION INDICATOR LAMP (MIL) WITH CERTAIN DIAGNOSTIC TROUBLE CODES (DTCS) INACCURATE OR ERRATIC FUEL GAUGE INDICATION INACCURATE DISTANCE TO EMPTY (DTE) ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","PARTS AND SOFTWARE ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLE S PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REQUIRED REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE AFTER THIS RECALL HAS BEEN COMPLETED.CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US"
1FAHP3H25CL367703,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FAHP3H29CL184935,no,,,,,,,
1FAHP3H2XCL196222,no,,,,,,,
1FAHP3H2XCL374193,no,,,,,,,
1FAHP3K20CL375345,no,,,,,,,
1FAHP3K26CL428338,yes,FUEL TANK DEFORMATION,Recall Incomplete,18S32/18V735,2018-10-22,"ON YOUR VEHICLE, THE PCM SOFTWARE MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE (CPV) WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, POTENTIALLY DEFORMING THE PLASTIC FUEL TANK. THIS CAN CAUSE THE FOLLOWING SYMPTOMS: ILLUMINATED MALFUNCTION INDICATOR LAMP (MIL) WITH CERTAIN DIAGNOSTIC TROUBLE CODES (DTCS) INACCURATE OR ERRATIC FUEL GAUGE INDICATION INACCURATE DISTANCE TO EMPTY (DTE) ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","PARTS AND SOFTWARE ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLE S PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REQUIRED REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE AFTER THIS RECALL HAS BEEN COMPLETED.CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US"
1FAHP3M27CL332487,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FAHP3M27CL332487,yes,FUEL TANK DEFORMATION,Recall Incomplete,19S22/19V515,2019-07-05,"OUR RECORDS INDICATE THAT YOU PREVIOUSLY HAD FORD SAFETY RECALL 18S32 PERFORMED TO UPDATE THE SOFTWARE IN YOUR VEHICLES POWERTRAIN CONTROL MODULE PCM. HOWEVER, THE CORRECT SOFTWARE WAS NOT INSTALLED DURING YOUR VEHICLE REPAIR. FORD MOTOR COMPANY WANTS TO ENSURE THE SOFTWARE IN YOUR VEHICLE IS UPDATED TO THE CORRECT LEVEL.WITHOUT THE CORRECT SOFTWARE, THE PCM MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE CPV WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, ALLOWING THE PLASTIC FUEL TANK TO DEFORM. THIS CAN CAUSE THE FOLLOWING SYMPTOMS ILLUMINATED MALFUNCTION INDICATOR LAMP MIL. INACCURATE OR ERRATIC FUEL GAUGE INDICATION. INACCURATE DISTANCE TO EMPTY DTE. ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLES PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE, AFTER THIS RECALL HAS BEEN COMPLETED. CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US/"
1FAHP3M28CL282053,no,,,,,,,
1FAHP3M29CL479636,yes,FUEL TANK DEFORMATION,Recall Incomplete,18S32/18V735,2018-10-22,"ON YOUR VEHICLE, THE PCM SOFTWARE MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE (CPV) WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, POTENTIALLY DEFORMING THE PLASTIC FUEL TANK. THIS CAN CAUSE THE FOLLOWING SYMPTOMS: ILLUMINATED MALFUNCTION INDICATOR LAMP (MIL) WITH CERTAIN DIAGNOSTIC TROUBLE CODES (DTCS) INACCURATE OR ERRATIC FUEL GAUGE INDICATION INACCURATE DISTANCE TO EMPTY (DTE) ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","PARTS AND SOFTWARE ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLE S PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REQUIRED REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE AFTER THIS RECALL HAS BEEN COMPLETED.CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US"
1FAHP3M29CL479636,yes,SIDE DOOR LATCH REPLACEMENT,Recall Incomplete,16S30/16V643,2016-09-02,"A DOOR LATCH WITH A FRACTURED PAWL SPRING TAB TYPICALLY RESULTS IN A ""DOOR WILL NOT CLOSE"" CONDITION. A DOOR THAT OPENS WHILE DRIVING INCREASES THE RISK OF INJURY. AS OF 9/2/16, FORD'S INVESTIGATION INTO THIS CONCERN HAS IDENTIFIED A TOTAL OF ONE ALLEGED ACCIDENT AND THREE ALLEGED INJURIES THAT FORD BELIEVES MAY BE RELATED. ONE ALLEGED INJURY WAS TO AN OCCUPANT'S ARM FROM A DOOR THAT REPORTEDLY OPENED AND BOUNCED BACK. ANOTHER INJURY INVOLVED A DRIVER WHO ALLEGED HER HAND WAS INJURED WHEN TRYING TO GRAB A DOOR THAT OPENED. THE THIRD INJURY WAS TO AN OCCUPANT WHO ALLEGEDLY RECEIVED SCRATCHES FROM A REAR DOOR THAT OPENED WHILE DRIVING. FORD HAS NO FURTHER INFORMATION RELATING TO THESE REPORTS. THE ALLEGED ACCIDENT OCCURRED AFTER THE DRIVER'S DOOR REPORTEDLY OPENED IN A PARKING LOT AND RESULTED IN BUMPER DAMAGE, BUT FORD HAS NO ADDITIONAL INFORMATION.","A DOOR LATCH WITH A FRACTURED PAWL SPRING TAB TYPICALLY RESULTS IN A ""DOOR WILL NOT CLOSE"" CONDITION. A DOOR THAT OPENS WHILE DRIVING INCREASES THE RISK OF INJURY.","OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE ALL AFFECTED DOOR LATCHES REPLACED WITH A MORE ROBUST SERVICE PART. THERE WILL BE NO CHARGE FOR THIS SERVICE. PARTS AVAILABILITY IS PRESENTLY VERY LIMITED. IT IS RECOGNIZED THAT CERTAIN FACTORS AFFECT THE RATE OF REPORTS AND MAY BE USED IN PRIORITIZING THE PHASED MAILING OF REMEDY NOTIFICATIONS AS PARTS BECOME AVAILABLE. FORD PROVIDED THE GENERAL REIMBURSEMENT PLAN FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PRIOR TO NOTIFICATION OF A SAFETY RECALL TO THE AGENCY IN FEBRUARY 2015. THE ENDING DATE FOR REIMBURSEMENT ELIGIBILITY IS OCTOBER 31, 2016. FORD WILL FORWARD A COPY OF THE NOTIFICATION LETTERS TO DEALERS TO THE AGENCY WHEN AVAILABLE."
1FAHP3N21CL402984,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FAHP3N21CL402984,yes,FUEL TANK DEFORMATION,Recall Incomplete,18S32/18V735,2018-10-22,"ON YOUR VEHICLE, THE PCM SOFTWARE MAY NOT ADEQUATELY DETECT A STUCK-OPEN CANISTER PURGE VALVE (CPV) WITHIN THE FUEL VAPOR SYSTEM. IF THE CPV MALFUNCTIONS AND STICKS OPEN, IT CAN LEAD TO EXCESSIVE VACUUM IN THE FUEL VAPOR SYSTEM, POTENTIALLY DEFORMING THE PLASTIC FUEL TANK. THIS CAN CAUSE THE FOLLOWING SYMPTOMS: ILLUMINATED MALFUNCTION INDICATOR LAMP (MIL) WITH CERTAIN DIAGNOSTIC TROUBLE CODES (DTCS) INACCURATE OR ERRATIC FUEL GAUGE INDICATION INACCURATE DISTANCE TO EMPTY (DTE) ENGINE STALL AND/OR OTHER DRIVABILITY CONCERNS RELATED TO STUCK OPEN CPV","THIS MAY RESULT IN AN ENGINE STALL WHILE DRIVING WITHOUT WARNING OR WITHOUT THE ABILITY TO RESTART, AND CAN INCREASE THE RISK OF A CRASH.","PARTS AND SOFTWARE ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO UPDATE YOUR VEHICLE S PCM SOFTWARE, CHECK FOR DTCS OR OTHER EVIDENCE OF A LEAKING CPV, AND PERFORM ANY ADDITIONAL REQUIRED REPAIRS AS REQUIRED, FREE OF CHARGE (PARTS AND LABOR).IF YOU INSTALLED A FORD PERFORMANCE CALIBRATION ON YOUR 2013-2018 FOCUS ST, YOU MUST STILL HAVE THIS SAFETY RECALL PERFORMED. YOU MAY CONTACT FORD PERFORMANCE TO OBTAIN AN UPDATED FORD PERFORMANCE CALIBRATION FOR YOUR VEHICLE AFTER THIS RECALL HAS BEEN COMPLETED.CONTACT THE FORD PERFORMANCE TECHLINE BY CALLING 800-367-3788 OR ONLINE HTTPS://PERFORMANCEPARTS.FORD.COM/CONTACT-US"
1FALP404XTF211636,no,,,,,,,
1FALP42X0TF112167,yes,PARK BRAKE CONTROL ASSEMBLY,Recall Incomplete,00S37/00V349000,2000-10-30,"VEHICLE DESCRIPTION: PASSENGER VEHICLES EQUIPPED WITH MANUAL TRANSMISSIONS. IF A VEHICLE IS PARKED WITH THE PARKING BRAKE NOT FULLY APPLIED AND NOT IN FIRST GEAR, AS DIRECTED IN THE OWNER GUIDE, AND THE SELF ADJUSTMENT PAWL SUBSEQUENTLY SKIPS ONE OR TWO TEETH, THE VEHICLE COULD MOVE ON SOME GRADES.",THIS COULD RESULT IN UNINTENDED VEHICLE MOVEMENT AND A VEHICLE CRASH WITHOUT PRIOR WARNING.,DEALERS WILL MODIFY THE PARKING BRAKE CONTROL AND INSTALL A PLATE OR OVER-BRACKET TO THE CONTROL TO LOCK THE SELF ADJUST MECHANISM IN POSITION FOLLOWING ADJUSTMENT.
1FALP45D9RF158803,invalid_vin,,,,,,,
1FALP45T5RF150026,invalid_vin,,,,,,,
1FALP45T9RF147758,invalid_vin,,,,,,,
1FALP46V5VF155883,no,,,,,,,
1FATP8FF9L5161270,no,,,,,,,
1FATP8UH0L5135967,no,,,,,,,
1FATP8UH2J5156347,no,,,,,,,
1FATP8UH2L5101349,no,,,,,,,
1FATP8UH5J5143236,no,,,,,,,
1FATP8UH6L5111978,no,,,,,,,
1FATP8UHXK5179294,no,,,,,,,
1FAfP45X9Wf192081,no,,,,,,,
1FM5K7D81DGA36328,no,,,,,,,
1FM5K7D81FGc57057,no,,,,,,,
1FM5K7D82FGC53714,yes,REAR SUSPENSION TOE LINK REPLACEMENT,Recall Incomplete,19S17/19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.
1FM5K7D84JGA34360,no,,,,,,,
1FM5K7D85DGC29825,no,,,,,,,
1FM5K7D85GGC85428,yes,ROOF RACK TRIM DETACHMENT,Recall Incomplete,21S22/21V316,2021-05-05,ROOF RACK TRIM DETACHMENT,"A ROOF RAIL COVER THAT DETACHES WHILE DRIVING CAN CREATE A ROAD HAZARD FOR OTHER USERS, INCREASING THE RISK OF A CRASH.",OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE ROOF RAIL SECURED USING PLASTIC PUSH-PINS. THERE WILL BE NO CHARGE FOR THIS SERVICE
1FM5K7D85GGC85428,yes,REAR SUSPENSION TOE LINK REPLACEMENT,Recall Incomplete,19S17/19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.
1FM5K7D85GGC85428,yes,SEAT TRACK PIVOT LINK BOLT INSPECTION AND REPAIR,Recall Incomplete,17S40/17V767,2017-11-29,"ON YOUR VEHICLE, THE SEAT TRACK PIVOT LINK BOLT SECURING THE FRONT SEAT CUSHIONS MAY LOOSEN AND/OR FALL OUT.","A FRONT SEAT CUSHION WITH A MISSING PIVOT LINK BOLT MAY EXPERIENCE INCREASED MOVEMENT IN A CRASH AND MAY NOT PROPERLY RESTRAIN OCCUPANTS, INCREASING THE RISK OF INJURY.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO CHECK THE PIVOT LINK BOLT TORQUE AND REPLACE THE PIVOT LINK AND RELATED HARDWARE AS NEEDED FREE OF CHARGE (PARTS AND LABOR).
1FM5K7D88GGC85715,no,,,,,,,
1FM5K7D89GGA95194,yes,ROOF RACK TRIM DETACHMENT,Recall Incomplete,21S22/21V316,2021-05-05,ROOF RACK TRIM DETACHMENT,"A ROOF RAIL COVER THAT DETACHES WHILE DRIVING CAN CREATE A ROAD HAZARD FOR OTHER USERS, INCREASING THE RISK OF A CRASH.",OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE ROOF RAIL SECURED USING PLASTIC PUSH-PINS. THERE WILL BE NO CHARGE FOR THIS SERVICE
1FM5K7D89GGA95194,yes,REAR SUSPENSION TOE LINK REPLACEMENT,Recall Incomplete,19S17/19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.
1FM5K7D8XDGB27016,yes,REAR TOE LINK,Recall Incomplete,21S32/21v537,2021-09-24,VEHICLES EXPOSED TO A CORROSIVE ENVIRONMENT WHERE ROAD SALT IS USED EXTENSIVELY DURING WINTER MONTHS COULD EXPERIENCE A SEIZED REAR SUSPENSION TOE LINK BALL JOINT RESULTING IN A FRACTURED REAR SUSPENSION TOE LINK.,"A REAR TOE LINK FRACTURE MAY CAUSE A LOSS OF STEERING CONTROL, INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE BOTH REAR TOE LINKS AND ADJUST REAR TOE FREE OF CHARGE PARTS AND LABOR.
1FM5K7D8XDGB27016,yes,REAR SUSPENSION TOE LINK REPLACEMENT,Recall Incomplete,19S17/19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.
1FM5K7DH1JGC91833,yes,ROOF RACK TRIM DETACHMENT,Recall Incomplete,21S22/21V316,2021-05-05,ROOF RACK TRIM DETACHMENT,"A ROOF RAIL COVER THAT DETACHES WHILE DRIVING CAN CREATE A ROAD HAZARD FOR OTHER USERS, INCREASING THE RISK OF A CRASH.",OWNERS WILL BE NOTIFIED BY MAIL AND INSTRUCTED TO TAKE THEIR VEHICLE TO A FORD OR LINCOLN DEALER TO HAVE THE ROOF RAIL SECURED USING PLASTIC PUSH-PINS. THERE WILL BE NO CHARGE FOR THIS SERVICE
