VIN,open_recalls,Name,Status,nhtsa,Date,Description,safety,Repair_description,Unnamed: 9
1GNSKBKC5FR203337,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKBKC5FR203337,no,UNWANTED TRANSFER CASE SHIFT TO NEUTRAL,complete,14V374,2014-06-26,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 model year Chevrolet Silverado 1500 and GMC Sierra 1500 vehicles, and 2015 model year Chevrolet Silverado, Suburban and Tahoe and GMC Sierra, Yukon and Yukon XL vehicles equipped with Automatic Transfer Case (Option Code NQH). Some of these vehicles have a condition in which an electric signal short may cause the active transfer case to switch to neutral without operator input. The transfer case mode selection knob would still indicate the last selected drive mode, and the driver will not have any feedback that the transfer case is in neutral.","If the transfer case switches to neutral while the vehicle is in motion, the customer would experience loss of motive power, which could increase the risk of a crash. If the vehicle is parked, the vehicle could exhibit unintended motion if the parking brake is not set, which could also increase the risk of a crash.",Dealers will re-program software in the Transfer Case Control Module.,
1GNSKBKC5FR203337,no,OWNER MANUAL SUPPLEMENT - DINGHY TOWING - Expires 10/31/2016,complete,,,,,,
1GNSKBKC7GR479875,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKBKC9JR102083,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKBKC9JR130921,no,,,,,,,,
1GNSKBKCXGR111058,no,Tire Recall,complete,16T016,2016-10-03,"Continental Tire the Americas, LLC (CTA) has determined that a safety defect exists in certain P-metric all season tires supplied to General Motors as original equipment on certain full size truck models. The subject tire was also sold in the replacement market.","Affected tires may exhibit localized tread wear, excessive vibration, noise and bulging in the tread area. With continued use, the tires could experience a partial or full tread/belt loss, which could increase the risk of a crash.","CTA will notify all known customers of the campaign and will provide instructions on how to identify the subject tires. Dealers will inspect the tires and replace those within the recalled population, free of charge.",
1GNSKBKCXGR111058,no,Frontal Airbag and Pretensioner Non Deploy,complete,16V651,2016-09-08,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2017 model year Chevrolet Silverado LD, GMC Sierra LD, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, and Chevrolet Corvette vehicles, 2014-2016 model year Buick Lacrosse, Chevrolet Spark EV, and Chevrolet SS vehicles and 2015-2017 model year Chevrolet Silverado HD, GMC Sierra HD, GMC Yukon, GMC Yukon XL, Cadillac Escalade Cadillac Escalade ESV, Chevrolet Suburban, and Chevrolet Tahoe vehicles. The sensing and diagnostic module (SDM) in these vehicles, which controls airbag and pretensioner deployment, contains a software defect which may prevent the deployment of frontal airbags and pretensioners in certain rare circumstances. If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","Reprogram the SDM with new software that eliminates this defect. In vehicles with any previous deployment events recorded in the SDM, dealers will replace the existing SDM with a new SDM prior to programming and setup. Note: Before replacing the SDM, any airbag related Diagnostic Trouble Codes should be identified, diagnosed, and corrected prior to SDM replacement. Faulty SIR components in need of replacement are unrelated to this safety recall and are not covered under the terms of this safety recall.",
1GNSKBKCXGR111058,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKBKCXGR111058,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCE04DR211966,no,Front Passenger Airbag Takata Inflator - Priority Group 10,complete,21V054,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNSKCE07DR290162,no,Front Passenger Airbag Takata Inflator - Priority Group 10,complete,21V054,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNSKCE09CR290856,no,Front Passenger Airbag Takata Inflator - Priority Group 7,complete,21V051,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNSKCKC0HR148997,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCKC0HR148997,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKCKC1HR334628,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKCKC1HR334628,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCKC4JR124952,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCKC5GR360504,no,Frontal Airbag and Pretensioner Non Deploy,complete,16V651,2016-09-08,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2017 model year Chevrolet Silverado LD, GMC Sierra LD, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, and Chevrolet Corvette vehicles, 2014-2016 model year Buick Lacrosse, Chevrolet Spark EV, and Chevrolet SS vehicles and 2015-2017 model year Chevrolet Silverado HD, GMC Sierra HD, GMC Yukon, GMC Yukon XL, Cadillac Escalade Cadillac Escalade ESV, Chevrolet Suburban, and Chevrolet Tahoe vehicles. The sensing and diagnostic module (SDM) in these vehicles, which controls airbag and pretensioner deployment, contains a software defect which may prevent the deployment of frontal airbags and pretensioners in certain rare circumstances. If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","Reprogram the SDM with new software that eliminates this defect. In vehicles with any previous deployment events recorded in the SDM, dealers will replace the existing SDM with a new SDM prior to programming and setup. Note: Before replacing the SDM, any airbag related Diagnostic Trouble Codes should be identified, diagnosed, and corrected prior to SDM replacement. Faulty SIR components in need of replacement are unrelated to this safety recall and are not covered under the terms of this safety recall.",
1GNSKCKC5GR360504,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKCKC5GR455760,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCKC5GR455760,no,Frontal Airbag and Pretensioner Non Deploy,complete,16V651,2016-09-08,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2017 model year Chevrolet Silverado LD, GMC Sierra LD, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, and Chevrolet Corvette vehicles, 2014-2016 model year Buick Lacrosse, Chevrolet Spark EV, and Chevrolet SS vehicles and 2015-2017 model year Chevrolet Silverado HD, GMC Sierra HD, GMC Yukon, GMC Yukon XL, Cadillac Escalade Cadillac Escalade ESV, Chevrolet Suburban, and Chevrolet Tahoe vehicles. The sensing and diagnostic module (SDM) in these vehicles, which controls airbag and pretensioner deployment, contains a software defect which may prevent the deployment of frontal airbags and pretensioners in certain rare circumstances. If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","If the frontal airbags and seatbelt pretensioners do not deploy when required, there is an increased risk of injury to occupants in a crash.","Reprogram the SDM with new software that eliminates this defect. In vehicles with any previous deployment events recorded in the SDM, dealers will replace the existing SDM with a new SDM prior to programming and setup. Note: Before replacing the SDM, any airbag related Diagnostic Trouble Codes should be identified, diagnosed, and corrected prior to SDM replacement. Faulty SIR components in need of replacement are unrelated to this safety recall and are not covered under the terms of this safety recall.",
1GNSKCKC5GR455760,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKCKC9HR215466,yes,Increased Brake Pedal Effort,incomplete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKCKC9HR215466,yes,Unexpected Pull To One Side,incomplete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCKCXHR343022,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
1GNSKCKCXHR343022,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKCKD1MR472124,no,,,,,,,,
1GNSKCKJ4JR400464,no,,,,,,,,
1GNSKDEJ6CR254413,no,Front Passenger Airbag Takata Inflator - Priority Group 7,complete,21V051,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles. The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,
1GNSKFEC1GR230457,no,BRAKE PEDAL PIVOT NUT/BOLT LOOSE,complete,16V069,2016-02-03,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2015 – 2016 Chevrolet Silverado and GMC Sierra 2500/3500 Heavy Duty Pickup Trucks and Chevrolet Tahoe PPV vehicles. The brake pedal pivot nut on these vehicles may become loose, causing the brake pedal to be loose or inoperative.","If the brake pedal becomes loose or inoperative, the driver may be unable to safely stop the vehicle through application of the brake pedal, increasing the risk of a crash. A loose pedal may also interfere with the accelerator pedal, increasing the risk of a crash.","Dealers will inspect and, if necessary, add adhesive to the nut and reinstall the bolt at an increased torque, free of charge.",
1GNSKFEC1GR230457,no,Seat belt tensioner,complete,18V291,2018-05-03,"General Motors has decided that a defect, which relates to motor vehicle safety, exists in certain 2015 – 2016 Chevrolet Silverado and Tahoe police and special-service vehicles. In rare circumstances based on usage, the flexible steel cable that connects the driver’s seat belt to the outboard side of the seat (the “pretensioner cable”) can fatigue and may separate over time as a result of occupant movement into the driver’s seat. If a pretensioner cable were to break, it would reduce the effectiveness of the vehicle’s seat belts and increase the risk of injury to the driver in a crash.","A fatigued cable could break, reducing the effectiveness of the vehicle’s seat belts and increasing the risk of injury to the driver during a crash.",Dealers will replace the pretensioner cable and seat side-shield.,
1GNSKFEC1GR230457,no,Increased Brake Pedal Effort,complete,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,
1GNSKFEC1GR230457,no,Unexpected Pull To One Side,complete,19V761,2019-10-24,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014 – 2018 model year Chevrolet Silverado and GMC Sierra 1500 vehicles equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle, and certain 2015 – 2020 model year Chevrolet Suburban, Chevrolet Tahoe, and GMC Yukon equipped with four-wheel drive, a 5.3-liter engine, and a 3.08-ratio rear axle. If a wheel-speed sensor fails in these vehicles, a software error in the vehicle’s electronic-brake control module (EBCM) can cause the vehicle’s driveline-protection system to activate when (i) the vehicle’s electronic transfer case is set to four-wheel drive or automatic mode, and (ii) the vehicle is driven between the speeds of 41 and 60 MPH. If the driveline-protection system activates, the driver will experience unintended braking on the wheel on the opposite side of the failed sensor.","If a wheel-speed sensor fails, the vehicle’s Electronic Stability Control (ESC) and Anti-Lock Braking System (ABS) malfunction indicator warning lamps will illuminate and the vehicle’s driver information center will display a “Service StabiliTrak” message. If these vehicles are driven in this condition while in four-wheel drive or automatic mode at 41-60 MPH, unintended braking on one wheel can occur, causing the vehicle to pull to one side, increasing the risk of a crash. Owners can eliminate this risk by operating the vehicle in two-wheel-drive mode until the recall repair is performed.",Dealers will reprogram the electronic brake control module (EBCM).,
